
******本文件为VBC程序读取桥梁、轨道模态信息的文件，格式与MIDAS软件模态表格样式类似******

     模态号      圆频率                    频率                    周期
        51        74      3.768163E-18      4.913899E-18      9.298912E-05      2.036553E-04      3.218012E-04      2.538904E-18	
        52        74     -1.507841E-18      7.615505E-18     -2.241912E-04     -1.442141E-04      2.870823E-04      1.944368E-19	
        53        74     -4.213045E-18      3.774370E-18     -4.364779E-04     -1.380926E-04      1.203877E-04     -6.021039E-18	
        54        74     -3.338273E-18     -2.475054E-18     -4.460689E-04      2.069938E-04     -1.021061E-04     -5.593913E-18	
        55        74     -2.659765E-20     -4.417990E-18     -2.478089E-04      4.398897E-05     -2.787095E-04      1.198502E-18	
        56        74     -6.956661E-19     -2.039520E-18      6.851262E-05     -2.269921E-04     -3.288343E-04      5.255744E-18	
        57        74     -1.649363E-18      4.248599E-18      3.593896E-04      5.920629E-05     -2.299457E-04      5.844883E-18	
        58        74     -9.162428E-19      6.929344E-18      4.934723E-04      2.000757E-04     -2.792397E-05      5.040282E-19	
        59        74      1.204726E-20      5.762024E-18      4.119115E-04     -1.501648E-04      1.839099E-04     -2.756050E-18	
        60        74      2.627471E-18      7.278150E-19      1.555391E-04     -1.318077E-04      3.074893E-04     -7.758802E-18	
        61        74      2.400628E-18     -4.470465E-18     -1.535509E-04      2.100873E-04      2.848514E-04     -2.688402E-18	
        62        74     -7.184082E-20     -4.405598E-18     -3.675572E-04      3.629768E-05      1.245823E-04      2.785645E-18	
        63        74      6.951650E-19     -9.843781E-19     -3.801752E-04     -2.265890E-04     -1.022662E-04      6.567680E-18	
        64        74     -2.567518E-19      7.048188E-18     -1.746144E-04      6.671431E-05     -2.949311E-04      9.611210E-18	
        65        74     -1.011827E-18      1.716139E-17      1.696302E-04      1.962593E-04     -3.693727E-04      9.112661E-18	
         1        75      0.000000E+00      0.000000E+00     -1.018127E-22      0.000000E+00      0.000000E+00      0.000000E+00	
         2        75     -2.167641E-19      4.684385E-19      8.123616E-19      1.579537E-18     -1.117036E-03     -4.918445E-19	
         3        75      4.786911E-19     -4.108949E-19      2.136806E-18      1.306480E-18     -9.086791E-04     -9.635355E-19	
         4        75      6.376849E-19     -2.580019E-18      2.801739E-18      5.401968E-19      3.778500E-04     -4.445833E-20	
         5        75      3.496431E-20     -4.607555E-18      3.114710E-18     -1.119727E-18      1.216050E-03      1.530159E-18	
         6        75     -2.314993E-18     -4.139850E-18      1.277828E-18     -2.818559E-18      6.113742E-04      1.920929E-18	
         7        75     -2.625658E-18     -2.290670E-18      1.505503E-19     -2.369655E-18     -7.187134E-04     -1.710766E-18	
         8        75      5.163836E-20      6.019069E-19     -1.325699E-18     -1.062404E-18     -1.196028E-03     -2.405172E-18	
         9        75      1.846386E-18      3.262208E-18     -1.509265E-18      4.164353E-19     -2.542237E-04      3.478058E-19	
        10        75     -4.679162E-20      3.767852E-18     -1.550115E-18      1.237712E-18      9.892242E-04      3.136064E-18	
        11        75     -2.520107E-18      8.624723E-19     -1.214590E-18     -1.219888E-19      1.058931E-03      1.004994E-18	
        12        75     -3.249886E-18      1.288796E-19     -8.148611E-19      6.737675E-19     -1.278120E-04     -1.844892E-18	
        13        75      1.534956E-18      2.602249E-18      2.316555E-19      2.228270E-19     -1.162903E-03     -7.251708E-18	
        14        75      6.200898E-18      4.881045E-18      1.020579E-18      9.141086E-19     -8.181783E-04     -8.680994E-19	
        15        75      4.162103E-18      3.519474E-18      2.078446E-18     -1.651026E-19      4.973365E-04      4.938971E-18	
        16        75     -4.241755E-18     -1.412394E-18      1.707445E-18     -9.460270E-19      1.222748E-03      9.229857E-18	
        17        75      0.000000E+00      0.000000E+00     -2.163615E-22      0.000000E+00      0.000000E+00      0.000000E+00	
        18        75     -1.885869E-18      2.508816E-18      1.012770E-18      1.301819E-18     -5.125344E-04      2.670778E-18	
        19        75     -3.427977E-18      4.680283E-18      2.763423E-18      1.578959E-18     -4.169331E-04     -6.119999E-19	
        20        75     -7.619796E-19      6.333354E-18      4.156806E-18      7.927652E-20      1.733705E-04     -5.051538E-18	
        21        75      3.713027E-18      6.758653E-18      3.390408E-18     -1.239289E-18      5.579653E-04     -2.822711E-18	
        22        75      2.830496E-18      5.358115E-18      1.630384E-18     -1.515936E-18      2.805194E-04      3.271947E-18	
        23        75     -9.671976E-19      4.369072E-18      4.378670E-20     -2.046498E-18     -3.297703E-04      3.786452E-18	
        24        75     -3.212972E-18      1.190886E-18     -1.324403E-18     -1.683671E-18     -5.487787E-04     -4.029591E-19	
        25        75     -6.487994E-19     -1.960934E-18     -2.074013E-18     -4.521042E-19     -1.166465E-04     -4.291388E-18	
        26        75      1.329468E-18     -4.599287E-18     -1.511997E-18      8.598596E-19      4.538899E-04     -5.388999E-19	
        27        75      6.517671E-19     -4.757113E-18     -5.388070E-19      2.268024E-19      4.858738E-04      1.490524E-18	
        28        75     -1.407683E-18     -2.656375E-18      1.806253E-19      1.276660E-18     -5.864452E-05      1.339426E-18	
        29        75     -1.395312E-18     -1.068841E-18      1.033354E-18      5.175340E-19     -5.335796E-04     -2.133549E-18	
        30        75      1.239516E-18      2.417184E-19      1.155944E-18     -6.694069E-19     -3.754082E-04     -2.631519E-18	
        31        75      2.127541E-18      2.650981E-18      1.718154E-18     -5.153094E-19      2.281950E-04     -4.026495E-19	
        32        75      2.761333E-18      4.667380E-18      1.342420E-18     -1.590121E-18      5.610388E-04     -9.143844E-19	
        33        75     -4.241755E-18     -1.412394E-18      1.707445E-18     -9.460270E-19      2.763336E-18     -2.031173E-18	
        34        75     -1.961679E-18     -2.717196E-18     -1.161587E-18     -1.172755E-18      1.603133E-18     -1.574721E-18	
        35        75      3.723841E-18     -2.862991E-18     -2.838333E-18      1.455768E-18      6.598946E-19      1.316784E-18	
        36        75      1.066857E-17     -5.034410E-19     -2.831168E-18      2.011700E-19     -1.285752E-18      3.189324E-18	
        37        75      1.209907E-17      2.243013E-18     -1.143307E-18      4.794067E-19     -2.768765E-18      1.746589E-18	
        38        75      7.666431E-18      3.034214E-18      8.281655E-19     -5.041223E-19     -2.173958E-18     -2.139014E-19	
        39        75     -2.742134E-19      2.155265E-18      2.823728E-18     -9.667046E-19     -1.791247E-18     -1.552715E-18	
        40        75     -5.870411E-18      9.153358E-19      3.563033E-18      1.788683E-18      3.474228E-20     -1.670380E-18	
        41        75     -1.107170E-17     -4.004996E-19      2.779847E-18     -1.966165E-18      6.118945E-19     -1.905471E-18	
        42        75     -1.086953E-17     -8.144404E-19      1.583006E-18      5.409030E-19      1.325873E-18      1.202247E-19	
        43        75     -3.889644E-18     -3.370106E-20     -7.648115E-19      2.377133E-19      2.490998E-18     -7.267078E-21	
        44        75      2.782379E-18      1.124252E-18     -2.368987E-18     -2.713515E-19      1.692343E-19      1.853213E-18	
        45        75      7.975899E-18      1.881016E-18     -2.545274E-18     -6.028322E-19     -6.929367E-19     -2.824611E-19	
        46        75      9.006440E-18      1.165815E-18     -1.472955E-18      6.491300E-19     -1.416044E-18     -1.194362E-18	
        47        75      9.739539E-18     -6.003229E-19      2.414822E-19      2.356313E-19     -2.096550E-18     -2.102002E-18	
        48        75      4.838785E-18     -2.341817E-18      2.138352E-18     -8.108728E-19     -1.257916E-18     -7.201626E-19	
        49        75     -1.903369E-18     -1.246840E-18      2.953773E-18      1.722491E-18     -4.837667E-19      2.213392E-18	
        50        75     -3.403873E-18      6.415935E-19      2.409021E-18     -1.986163E-18      1.737154E-18      1.276223E-18	
        51        75     -3.856496E-18      2.177023E-18      8.130316E-19      8.972052E-20      1.634336E-18      1.345071E-18	
        52        75     -1.003882E-18      2.014886E-18     -8.233570E-19      8.813796E-19      1.966351E-18     -1.168165E-18	
        53        75      2.066165E-18      5.815678E-19     -2.520190E-18     -6.702831E-19      1.599055E-18     -2.416303E-18	
        54        75      2.984206E-18     -1.072305E-18     -2.622247E-18      1.368765E-18     -1.057130E-18     -1.136323E-18	
        55        75      3.670584E-18     -1.936302E-18     -1.554135E-18     -2.813268E-18     -9.634971E-19     -3.359277E-19	
        56        75      3.873403E-18     -8.472418E-19     -2.381069E-19      2.309127E-18     -1.781711E-18      1.398887E-18	
        57        75      1.142443E-18      6.947647E-19      1.540375E-18     -9.782857E-19     -1.116457E-18      1.542667E-18	
        58        75     -3.590741E-18      1.373449E-18      2.410818E-18     -6.407161E-19     -4.027141E-19     -7.510769E-19	
        59        75     -5.799256E-18      9.798653E-20      1.956587E-18      2.806367E-19      1.191198E-18     -2.242212E-18	
        60        75     -5.746238E-18     -1.161959E-18      7.891079E-19      1.766908E-18      1.227092E-18     -1.876285E-20	
        61        75     -2.483624E-18     -1.158210E-18     -1.054917E-18     -6.713093E-19      1.707219E-18     -1.798531E-19	
        62        75      9.671957E-19     -1.171757E-18     -2.612181E-18     -2.851948E-18      7.171253E-19      2.731256E-19	
        63        75      2.820710E-18      4.342862E-19     -2.476560E-18      4.258811E-18     -6.011971E-19      2.039189E-18	
        64        75      2.758986E-18      2.691926E-18     -1.112389E-18     -1.220912E-18     -1.490664E-18      2.020335E-18	
        65        75      2.255451E-18      4.667380E-18      1.342420E-18     -1.590121E-18     -2.298649E-18      1.937319E-18	
         1        76      0.000000E+00      0.000000E+00     -5.078160E-21      0.000000E+00      0.000000E+00      0.000000E+00	
         2        76     -3.693419E-19     -9.430338E-18      1.306117E-18      2.801586E-18      5.125344E-04     -8.919414E-19	
         3        76      5.968702E-19     -1.661523E-17      4.741872E-18      2.762458E-18      4.169331E-04     -2.034468E-18	
         4        76      2.442519E-18     -2.063096E-17      6.551227E-18      6.646948E-19     -1.733705E-04     -2.030501E-19	
         5        76      1.918407E-19     -2.106390E-17      6.958093E-18     -2.709457E-18     -5.579653E-04      4.145552E-18	
         6        76     -4.935584E-18     -1.563178E-17      3.403968E-18     -4.853546E-18     -2.805194E-04      3.906295E-18	
         7        76     -5.460351E-18     -4.640696E-18      3.778834E-19     -5.037082E-18      3.297703E-04     -4.297779E-18	
         8        76      6.830634E-19      8.846246E-18     -2.949197E-18     -3.257189E-18      5.487787E-04     -5.886074E-18	
         9        76      5.229813E-18      1.966393E-17     -4.109381E-18      4.564368E-19      1.166465E-04     -3.224063E-18	
        10        76      5.965976E-18      2.182666E-17     -3.714823E-18      2.275907E-18     -4.538899E-04      1.697716E-18	
        11        76     -5.839906E-20      1.776782E-17     -2.566755E-18      7.669888E-19     -4.858738E-04      7.533689E-18	
        12        76     -8.583171E-18      1.119932E-17     -1.016577E-18      1.702728E-18      5.864452E-05      4.498386E-18	
        13        76     -5.882908E-18      6.905445E-18      5.443293E-19      4.198893E-19      5.335796E-04     -9.648203E-18	
        14        76      4.578381E-18      1.614093E-18      2.349932E-18      9.878219E-19      3.754082E-04     -9.351732E-18	
        15        76      1.046653E-17     -8.096561E-18      3.418918E-18     -1.058407E-18     -2.281950E-04     -2.685147E-18	
        16        76      7.323768E-18     -1.854324E-17      2.181954E-18     -1.797977E-18     -5.610388E-04      4.247678E-18	
        17        76      0.000000E+00      0.000000E+00     -3.312143E-21      0.000000E+00      0.000000E+00      0.000000E+00	
        18        76     -5.298489E-18     -3.394315E-18      5.714134E-19      2.773047E-19     -1.117036E-03      7.918411E-18	
        19        76     -9.899378E-18     -5.772327E-18      1.167190E-18     -2.023948E-19     -9.086791E-04      8.099404E-19	
        20        76     -6.650708E-18     -6.275596E-18      1.477077E-18     -4.140707E-19      3.778500E-04     -9.088518E-18	
        21        76      3.300332E-18     -4.394583E-18      3.681017E-19     -9.439059E-19      1.216050E-03     -8.693359E-18	
        22        76      5.238697E-18     -7.647078E-19     -8.526176E-19     -1.069021E-18      6.113742E-04      3.108116E-18	
        23        76     -5.127244E-20      2.990230E-18     -1.344073E-18     -9.135210E-19     -7.187134E-04      5.036445E-18	
        24        76     -3.942858E-18      5.304510E-18     -1.263769E-18     -6.164263E-19     -1.196028E-03      2.084948E-18	
        25        76     -3.570989E-18      7.689342E-18     -7.838907E-19     -5.614966E-21     -2.542237E-04     -3.164855E-18	
        26        76     -1.819157E-18      6.745926E-18      4.660420E-19      4.155390E-19      9.892242E-04     -1.922433E-18	
        27        76     -1.041808E-18      5.732832E-18     -2.153403E-19     -2.128679E-18      1.058931E-03      1.352967E-18	
        28        76     -3.298146E-18      4.888421E-18     -1.632672E-18     -1.311386E-18     -1.278120E-04      2.544538E-19	
        29        76     -1.726367E-18      1.458556E-18     -2.707548E-18     -4.174755E-19     -1.162903E-03     -4.368758E-18	
        30        76      1.754111E-18     -2.854697E-18     -2.669152E-18      6.132708E-19     -8.181783E-04     -2.616812E-18	
        31        76      2.090094E-18     -4.975347E-18      7.553710E-19      2.471008E-18      4.973365E-04     -8.892919E-20	
        32        76      1.028128E-18     -5.052553E-18      3.806055E-18      1.693350E-18      1.222748E-03      2.964199E-19	
        33        76      7.323768E-18     -1.854324E-17      2.181954E-18     -1.797977E-18      5.207572E-18      1.569671E-17	
        34        76     -8.956121E-18     -2.503497E-18     -3.458451E-18     -4.154329E-18      3.645835E-18      1.289979E-17	
        35        76     -1.874208E-17      6.465602E-18     -6.495981E-18     -5.358857E-19      7.870214E-19      4.268896E-18	
        36        76     -1.864067E-17      5.933547E-18     -6.275986E-18      1.698298E-18     -2.030373E-18     -4.781648E-18	
        37        76     -1.316842E-17     -1.609005E-18     -3.202395E-18     -1.165263E-18     -5.417630E-18     -9.567469E-18	
        38        76     -2.819647E-18     -1.071228E-17      1.775538E-18     -2.665889E-18     -5.321450E-18     -6.627520E-18	
        39        76      6.068950E-18     -1.195023E-17      6.760809E-18      7.114393E-19     -3.537899E-18      3.438579E-18	
        40        76      1.646749E-17     -3.877467E-18      8.561840E-18      4.010929E-18     -2.722233E-19      1.079788E-17	
        41        76      1.789564E-17      7.685335E-18      7.061715E-18     -5.377455E-18      1.795170E-18      9.294143E-18	
        42        76      1.552691E-17      1.386193E-17      3.747055E-18      1.051966E-19      3.809510E-18      8.205465E-19	
        43        76      8.420640E-18      9.161486E-18     -1.645956E-18      1.006424E-18      5.587561E-18     -1.094481E-17	
        44        76     -4.915565E-18     -2.128129E-18     -5.666944E-18     -8.243631E-19      1.477939E-18     -1.036847E-17	
        45        76     -1.648072E-17     -1.098069E-17     -6.654541E-18     -3.820912E-18     -7.716860E-19     -6.295134E-18	
        46        76     -2.440699E-17     -1.212455E-17     -4.761364E-18      1.325217E-18     -3.392956E-18      4.350507E-18	
        47        76     -1.950915E-17     -4.017535E-18     -8.785927E-19      3.296356E-18     -4.707012E-18      1.073874E-17	
        48        76     -6.942563E-18      7.065629E-18      3.417531E-18     -3.236425E-18     -2.979060E-18      1.015125E-17	
        49        76      7.376589E-18      1.445378E-17      5.946155E-18      5.130595E-19     -1.493743E-18      3.289866E-18	
        50        76      8.552432E-18      1.139993E-17      5.708220E-18     -2.528452E-18      2.640764E-18     -9.193861E-18	
        51        76      5.261264E-18      2.977129E-19      2.715596E-18      2.461334E-18      3.627925E-18     -1.224576E-17	
        52        76      2.682058E-18     -1.003725E-17     -1.409595E-18      5.747077E-19      4.715842E-18     -7.368423E-18	
        53        76     -7.043150E-19     -1.176816E-17     -5.278241E-18     -5.099210E-18      3.741436E-18      2.449707E-18	
        54        76     -4.451012E-18     -6.076640E-18     -6.389700E-18      1.532550E-18     -1.446224E-18      8.692121E-18	
        55        76     -8.127878E-18      2.548604E-18     -4.187357E-18     -1.377198E-18     -2.798708E-18      7.361734E-18	
        56        76     -6.044329E-18      9.088386E-18     -7.789953E-19      1.047151E-18     -4.271492E-18      2.174142E-18	
        57        76     -2.760882E-18      6.834301E-18      3.180638E-18     -4.627927E-18     -3.129517E-18     -6.590399E-18	
        58        76     -2.217802E-18     -2.011248E-18      5.415409E-18      2.123424E-18     -1.220855E-18     -9.911902E-18	
        59        76      3.927114E-19     -1.024910E-17      5.203558E-18     -2.067665E-18      1.554827E-18     -5.847587E-18	
        60        76      2.690075E-18     -1.157455E-17      3.115721E-18     -5.134155E-19      2.445204E-18      3.680686E-18	
        61        76      5.683841E-18     -5.288121E-18     -6.376812E-19      1.751273E-18      3.545873E-18      7.829737E-18	
        62        76      5.386745E-18      3.262206E-18     -3.012038E-18     -1.820901E-18      8.910298E-19      7.858662E-18	
        63        76      1.218947E-18      8.391663E-18     -3.076092E-18      2.203713E-18     -7.156645E-19      2.267742E-19	
        64        76     -7.864700E-18      5.121784E-18     -9.107013E-19     -3.961298E-18     -3.268502E-18     -7.335897E-18	
        65        76     -1.121767E-17     -5.052553E-18      3.806055E-18      1.693350E-18     -4.661115E-18     -1.108850E-17	
         1        77      0.000000E+00      0.000000E+00      1.627326E-21      0.000000E+00      0.000000E+00      0.000000E+00	
         2        77     -1.074387E-18      4.552413E-04     -5.748145E-19     -1.315731E-18      8.401816E-18      2.579536E-18	
         3        77     -3.466106E-18      7.938617E-04     -1.594268E-18     -1.340217E-18      4.606951E-18      1.515063E-18	
         4        77     -3.416246E-18      9.291154E-04     -2.287483E-18     -6.996056E-19     -2.762280E-18     -3.736037E-19	
         5        77     -1.300041E-18      8.263541E-04     -2.659664E-18      8.521194E-19     -1.263642E-17     -4.022844E-18	
         6        77      4.037925E-18      5.119024E-04     -1.304669E-18      2.565789E-18     -4.223833E-18     -4.691712E-18	
         7        77      5.373954E-18      6.631467E-05     -6.860259E-20      2.310678E-18      8.285666E-18      1.759571E-18	
         8        77      1.400699E-18     -3.962611E-04      1.258241E-18      1.237470E-18      1.307257E-17      4.739630E-18	
         9        77     -2.860185E-18     -7.573252E-04      1.893891E-18      5.406369E-20      2.550733E-18      2.504981E-18	
        10        77     -3.587059E-18     -9.243823E-04      2.321186E-18     -1.038058E-18     -1.128604E-17     -1.447042E-18	
        11        77     -1.260962E-18     -8.546368E-04      1.738529E-18     -4.316985E-19     -1.031676E-17     -2.597489E-18	
        12        77      2.581195E-18     -5.659557E-04      6.032956E-19     -1.621705E-18      1.212751E-18     -1.993006E-18	
        13        77      1.033727E-18     -1.322915E-04     -1.031960E-18     -6.492395E-19      1.312395E-17      4.330671E-18	
        14        77     -2.535749E-18      3.352623E-04     -1.782179E-18     -1.870726E-19      7.311685E-18      2.091450E-18	
        15        77     -4.348427E-18      7.169307E-04     -1.808619E-18      1.120608E-18     -3.270304E-18      1.275425E-18	
        16        77     -3.704678E-18      9.149401E-04     -2.992334E-19      2.112168E-18     -1.250165E-17     -3.607685E-19	
        17        77      0.000000E+00      0.000000E+00      9.964969E-22      0.000000E+00      0.000000E+00      0.000000E+00	
        18        77      1.163177E-18      4.552413E-04     -1.504218E-19     -2.886670E-19     -1.548844E-17     -1.634905E-18	
        19        77      2.364163E-18      7.938617E-04     -6.128325E-19     -2.636564E-19     -1.579668E-17     -4.021988E-19	
        20        77      2.204089E-18      9.291154E-04     -8.911934E-19      8.989900E-20      4.766128E-18      2.764686E-18	
        21        77     -9.951393E-19      8.263541E-04     -3.483483E-19     -1.246993E-19      1.808438E-17      2.636821E-18	
        22        77     -7.088182E-19      5.119024E-04     -4.418569E-19     -5.725133E-19      9.917167E-18     -2.516739E-18	
        23        77      8.217434E-19      6.631467E-05     -8.589014E-19     -2.036182E-20     -1.103099E-17     -6.258683E-19	
        24        77      9.900039E-19     -3.962611E-04     -6.979990E-19      6.178119E-19     -1.803002E-17     -2.684069E-20	
        25        77     -1.987761E-19     -7.573252E-04     -6.220053E-19      6.918206E-19     -5.232784E-18      2.368060E-18	
        26        77     -1.257736E-18     -9.243823E-04     -3.521365E-19      4.341288E-19      1.514551E-17      4.514544E-19	
        27        77     -9.329775E-19     -8.546368E-04      2.736612E-19      1.660340E-18      1.774956E-17     -6.216545E-19	
        28        77      3.276837E-19     -5.659557E-04      1.208230E-18      2.848118E-19     -1.159539E-18     -9.283756E-19	
        29        77      1.305054E-18     -1.322915E-04      1.368701E-18      1.573824E-19     -1.895579E-17      6.186444E-19	
        30        77     -3.468346E-19      3.352623E-04      1.578519E-18      8.509753E-19     -1.511580E-17      2.113243E-18	
        31        77     -2.289178E-18      7.169307E-04      1.268358E-19     -1.059632E-18      7.234140E-18      2.914681E-18	
        32        77     -5.896620E-18      9.149401E-04     -1.387681E-18     -4.074443E-19      2.405954E-17      4.477981E-18	
        33        77     -3.704678E-18      9.149401E-04     -2.992334E-19      2.112168E-18     -1.217286E-18     -9.695664E-04	
        34        77      2.294881E-18      7.503693E-06      1.018156E-18      1.356890E-18     -5.004236E-19     -7.782328E-04	
        35        77      6.576390E-18     -5.186536E-04      2.090398E-18     -1.007707E-18     -3.294052E-19     -2.319932E-04	
        36        77      5.789159E-18     -4.390259E-04      2.058508E-18      8.352535E-20      1.058976E-18      3.632986E-04	
        37        77      3.785072E-18      8.820090E-05      1.199715E-18      3.593980E-19      1.525985E-18      6.082639E-04	
        38        77      9.848134E-19      6.037111E-04      1.059877E-19     -9.417490E-19      1.439623E-18      3.456903E-04	
        39        77     -4.483099E-19      6.813202E-04     -1.484198E-18      5.005266E-20      1.872243E-18     -2.038258E-04	
        40        77     -5.183761E-18      2.467861E-04     -2.355029E-18      2.679683E-19      1.418560E-19     -6.054968E-04	
        41        77     -5.090879E-18     -3.706671E-04     -1.737717E-18     -1.109952E-19     -5.721389E-19     -5.433585E-04	
        42        77     -3.458415E-18     -6.965783E-04     -5.206602E-19     -1.498704E-18     -1.483567E-18     -6.304271E-05	
        43        77     -2.732270E-18     -4.805082E-04      1.552702E-18      3.250561E-18     -1.685137E-18      4.646433E-04	
        44        77      4.657036E-19      1.090530E-04      2.463868E-18     -1.412502E-18      3.546911E-19      6.315657E-04	
        45        77      3.270015E-18      6.147634E-04      2.002241E-18     -3.484311E-18      1.204162E-18      3.087671E-04	
        46        77      6.220365E-18      6.445169E-04      4.902825E-19      1.073687E-18      1.856224E-18     -2.534666E-04	
        47        77      3.069547E-18      1.751045E-04     -1.701351E-18      8.577573E-19      2.722998E-18     -6.194352E-04	
        48        77      7.346882E-20     -4.298716E-04     -3.675504E-18     -1.547458E-18      9.560017E-19     -5.055444E-04	
        49        77     -2.690078E-18     -7.017369E-04     -4.238604E-18     -1.648356E-19     -9.586003E-20     -2.168779E-18	
        50        77     -2.832412E-18     -4.298716E-04     -2.936064E-18      2.250466E-18     -2.458852E-18      5.055444E-04	
        51        77     -2.176028E-18      1.751045E-04     -3.644060E-19     -2.302979E-18     -2.998233E-18      6.194352E-04	
        52        77     -1.768938E-18      6.445169E-04      2.289150E-18     -3.576447E-19     -2.659899E-18      2.534666E-04	
        53        77     -4.109287E-19      6.147634E-04      4.673486E-18      3.084335E-18     -1.950617E-18     -3.087671E-04	
        54        77      2.223735E-18      1.090530E-04      4.249619E-18     -1.230343E-18      1.805107E-18     -6.315657E-04	
        55        77      3.272010E-18     -4.805082E-04      2.264831E-18      2.270264E-19      2.237402E-18     -4.646433E-04	
        56        77      1.775351E-18     -6.965783E-04     -1.331379E-19     -8.240791E-19      2.505712E-18      6.304271E-05	
        57        77      7.401039E-19     -3.706671E-04     -2.516955E-18      2.090999E-18      1.911247E-18      5.433585E-04	
        58        77      7.394525E-19      2.467861E-04     -3.826310E-18      1.227101E-18      3.695118E-19      6.054968E-04	
        59        77      3.002372E-19      6.813202E-04     -3.163003E-18      1.788512E-19     -1.574739E-18      2.038258E-04	
        60        77      2.571517E-19      6.037111E-04     -1.356633E-18     -8.303747E-19     -1.996310E-18     -3.456903E-04	
        61        77     -1.214336E-18      8.820090E-05      1.344162E-18     -6.554594E-20     -2.573849E-18     -6.082639E-04	
        62        77     -2.326511E-18     -4.390259E-04      3.323617E-18      6.977717E-19     -1.011577E-18     -3.632986E-04	
        63        77     -4.860288E-19     -5.186536E-04      3.187044E-18     -1.728894E-18      8.563992E-19      2.319932E-04	
        64        77      1.682095E-18      7.503693E-06      1.576478E-18      2.219143E-19      1.853320E-18      7.782328E-04	
        65        77      2.821168E-18      9.149401E-04     -1.387681E-18     -4.074443E-19      2.708951E-18      9.695664E-04	
         1        78      0.000000E+00      0.000000E+00     -2.156150E-11      0.000000E+00      0.000000E+00      0.000000E+00	
         2        78      2.650879E-18      1.584694E-19      1.316601E-04      2.326608E-04     -2.806121E-18     -3.564944E-18	
         3        78      4.598775E-18      1.125279E-18      3.977109E-04      2.651070E-04     -3.070854E-18     -5.069120E-19	
         4        78      2.940349E-18      2.331033E-18      6.004636E-04      1.158869E-04      2.228657E-18      2.977223E-18	
         5        78     -5.754777E-19      3.558395E-18      5.989177E-04     -1.238134E-04      2.010594E-18      3.354072E-18	
         6        78     -2.809086E-18      2.529897E-18      3.648287E-04     -3.282902E-04      9.260470E-19      1.170831E-18	
         7        78     -2.788318E-18      3.107659E-19     -1.039270E-05     -3.933649E-04     -1.956028E-18     -1.130229E-18	
         8        78     -3.803564E-19     -1.134874E-18     -3.625786E-04     -2.834290E-04     -1.395334E-18     -3.092367E-18	
         9        78      2.311963E-18     -2.188566E-18     -5.343849E-04     -4.702932E-05     -3.802979E-19     -2.268965E-18	
        10        78      2.501596E-18     -3.207791E-18     -4.508005E-04      2.065606E-04      1.069591E-18      1.896520E-18	
        11        78      7.260993E-19     -2.506015E-18     -1.555464E-04      3.589387E-04      2.123926E-18      1.318138E-18	
        12        78     -3.208985E-19     -1.480979E-18      2.084385E-04      3.382204E-04      8.556212E-20      1.319998E-18	
        13        78     -1.877385E-18     -1.461361E-18      4.650567E-04      1.526605E-04     -1.916306E-18      1.620549E-18	
        14        78     -1.648124E-18     -1.675957E-18      4.864589E-04     -1.135394E-04     -2.196528E-18     -2.509733E-18	
        15        78      1.980252E-18     -3.456581E-19      2.513624E-04     -3.403394E-04      1.857634E-18     -3.824414E-18	
        16        78      5.639716E-18      2.630556E-18     -1.474318E-04     -4.292125E-04      2.502316E-18     -3.624919E-18	
        17        78      0.000000E+00      0.000000E+00      2.156150E-11      0.000000E+00      0.000000E+00      0.000000E+00	
        18        78      9.697524E-20      1.166753E-18     -1.316601E-04     -2.326608E-04      1.404182E-18     -4.691497E-19	
        19        78      2.348600E-19      2.846467E-18     -3.977109E-04     -2.651070E-04      5.304077E-19      2.602540E-19	
        20        78     -7.267297E-19      3.242647E-18     -6.004636E-04     -1.158869E-04     -6.561492E-19      8.743810E-19	
        21        78     -1.697423E-18      1.658257E-18     -5.989177E-04      1.238134E-04     -1.454810E-18      9.425045E-20	
        22        78     -7.308120E-20      1.705545E-19     -3.648287E-04      3.282902E-04      9.582199E-19     -2.152653E-18	
        23        78      1.945718E-18     -1.423723E-18      1.039270E-05      3.933649E-04      7.491995E-19     -9.227927E-19	
        24        78      1.507986E-18     -2.388878E-18      3.625786E-04      2.834290E-04     -2.234616E-20      1.960152E-18	
        25        78     -1.017608E-18     -3.380499E-18      5.343849E-04      4.702932E-05     -4.780903E-19      2.400735E-18	
        26        78     -1.497371E-18     -3.579791E-18      4.508005E-04     -2.065606E-04     -9.116017E-19     -5.455144E-19	
        27        78     -7.322749E-19     -3.323069E-18      1.555464E-04     -3.589387E-04      1.020830E-19     -1.399727E-18	
        28        78      4.529082E-19     -2.693722E-18     -2.084385E-04     -3.382204E-04      1.144852E-18     -7.877983E-19	
        29        78      7.490046E-19     -1.165333E-18     -4.650567E-04     -1.526605E-04      5.949010E-19      9.471869E-19	
        30        78     -2.067880E-19      4.659701E-19     -4.864589E-04      1.135394E-04     -1.517827E-18      1.372943E-18	
        31        78     -8.047159E-19      1.721721E-18     -2.513624E-04      3.403394E-04     -5.962166E-19      6.248068E-19	
        32        78     -1.805033E-18      2.024090E-18      1.474318E-04      4.292125E-04      1.584749E-18      5.838510E-19	
        33        78      5.639716E-18      2.630556E-18     -1.474318E-04     -4.292125E-04     -2.915213E-05     -2.706643E-18	
        34        78     -1.823186E-19      4.408651E-19     -1.173905E-04      1.195696E-04     -3.153904E-05     -1.843460E-18	
